"Echinostephia aculeata","Echinostephia","","aculeata",NA,NA,"","","kew-2783880",TRUE,"1.1","Accepted","Menispermaceae","Echinostephia","","aculeata","","","(F.M.Bailey) Domin","kew-2783880","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis debilis","Eleocharis","","debilis",NA,NA,"","","kew-242432",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","debilis","","","Kunth","kew-242432","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis decumbens","Eleocharis","","decumbens",NA,NA,"","","kew-242436",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","decumbens","","","C.B.Clarke","kew-242436","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis densa","Eleocharis","","densa",NA,NA,"","","kew-242438",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","densa","","","Benth.","kew-242438","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis dietrichiana","Eleocharis","","dietrichiana",NA,NA,"","","kew-242443",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","dietrichiana","","","Boeckeler","kew-242443","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis dombeyana","Eleocharis","","dombeyana",NA,NA,"","","kew-242447",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","dombeyana","","","Kunth","kew-242447","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis dregeana","Eleocharis","","dregeana",NA,NA,"","","kew-242448",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","dregeana","","","Steud.","kew-242448","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis dulcis","Eleocharis","","dulcis",NA,NA,"","","kew-242450",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","dulcis","","","(Burm.f.) Trin. ex Hensch.","kew-242450","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis dunensis","Eleocharis","","dunensis",NA,NA,"","","kew-242452",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","dunensis","","","Kük.","kew-242452","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis elegans","Eleocharis","","elegans",NA,NA,"","","kew-242459",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","elegans","","","(Kunth) Roem. & Schult.","kew-242459","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis elliptica","Eleocharis","","elliptica",NA,NA,"","","kew-242461",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","elliptica","","","Kunth","kew-242461","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis elongata","Eleocharis","","elongata",NA,NA,"","","kew-242464",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","elongata","","","Chapm.","kew-242464","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis engelmannii","Eleocharis","","engelmannii",NA,NA,"","","kew-242466",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","engelmannii","","","Steud.","kew-242466","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis equisetoides","Eleocharis","","equisetoides",NA,NA,"","","kew-242474",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","equisetoides","","","(Elliott) Torr.","kew-242474","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis erythropoda","Eleocharis","","erythropoda",NA,NA,"","","kew-242478",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","erythropoda","","","Steud.","kew-242478","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis fallax","Eleocharis","","fallax",NA,NA,"","","kew-242484",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","fallax","","","Weath.","kew-242484","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis flavescens","Eleocharis","","flavescens",NA,NA,"","","kew-242497",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","flavescens","","","(Poir.) Urb.","kew-242497","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis fluctuans","Eleocharis","","fluctuans",NA,NA,"","","kew-462992",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","fluctuans","","","(L.T.Eiten) Roalson & Hinchliff","kew-462992","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis geniculata","Eleocharis","","geniculata",NA,NA,"","","kew-242508",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","geniculata","","","(L.) Roem. & Schult.","kew-242508","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis glauca","Eleocharis","","glauca",NA,NA,"","","kew-242512",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","glauca","","","Boeckeler","kew-242512","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis gracilis","Eleocharis","","gracilis",NA,NA,"","","kew-242520",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","gracilis","","","R.Br.","kew-242520","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis grandirostris","Eleocharis","","grandirostris",NA,NA,"","","kew-242527",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","grandirostris","","","(Lindm.) Mereles","kew-242527","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis intermedia","Eleocharis","","intermedia",NA,NA,"","","kew-242543",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","intermedia","","","Schult.","kew-242543","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis interstincta","Eleocharis","","interstincta",NA,NA,"","","kew-242547",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","interstincta","","","(Vahl) Roem. & Schult.","kew-242547","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis kamtschatica","Eleocharis","","kamtschatica",NA,NA,"","","kew-242555",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","kamtschatica","","","(C.A.Mey.) Kom.","kew-242555","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis kleinii","Eleocharis","","kleinii",NA,NA,"","","kew-242562",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","kleinii","","","Barros","kew-242562","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis kuroguwai","Eleocharis","","kuroguwai",NA,NA,"","","kew-242569",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","kuroguwai","","","Ohwi","kew-242569","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis laeviglumis","Eleocharis","","laeviglumis",NA,NA,"","","kew-344013",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","laeviglumis","","","R.Trevis. & Boldrini","kew-344013","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis lanceolata","Eleocharis","","lanceolata",NA,NA,"","","kew-242573",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","lanceolata","","","Fernald","kew-242573","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis loefgreniana","Eleocharis","","loefgreniana",NA,NA,"","","kew-242607",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","loefgreniana","","","Boeckeler","kew-242607","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis lundellii","Eleocharis","","lundellii",NA,NA,"","","kew-242608",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","lundellii","","","Svenson","kew-242608","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis macrostachya","Eleocharis","","macrostachya",NA,NA,"","","kew-242616",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","macrostachya","","","Britton","kew-242616","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis maculosa","Eleocharis","","maculosa",NA,NA,"","","kew-242618",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","maculosa","","","(Vahl) Roem. & Schult.","kew-242618","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis mamillata","Eleocharis","","mamillata",NA,NA,"","","kew-242624",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","mamillata","","","(H.Lindb.) H.Lindb.","kew-242624","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis margaritacea","Eleocharis","","margaritacea",NA,NA,"","","kew-242629",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","margaritacea","","","(Hultén) Miyabe & Kudô","kew-242629","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis marginulata","Eleocharis","","marginulata",NA,NA,"","","kew-242630",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","marginulata","","","Hochst. ex Steud.","kew-242630","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis melanocarpa","Eleocharis","","melanocarpa",NA,NA,"","","kew-242634",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","melanocarpa","","","Torr.","kew-242634","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis microcarpa","Eleocharis","","microcarpa",NA,NA,"","","kew-242646",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","microcarpa","","","Torr.","kew-242646","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis minima","Eleocharis","","minima",NA,NA,"","","kew-242654",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","minima","","","Kunth","kew-242654","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis minuta","Eleocharis","","minuta",NA,NA,"","","kew-242661",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","minuta","","","Boeckeler","kew-242661","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis minutissima","Eleocharis","","minutissima",NA,NA,"","","kew-242663",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","minutissima","","","Britton","kew-242663","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis montana","Eleocharis","","montana",NA,NA,"","","kew-242670",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","montana","","","(Kunth) Roem. & Schult.","kew-242670","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis montevidensis","Eleocharis","","montevidensis",NA,NA,"","","kew-242672",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","montevidensis","","","Kunth","kew-242672","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis multicaulis","Eleocharis","","multicaulis",NA,NA,"","","kew-242680",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","multicaulis","","","(Sm.) Desv.","kew-242680","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis mutata","Eleocharis","","mutata",NA,NA,"","","kew-242686",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","mutata","","","(L.) Roem. & Schult.","kew-242686","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis naumanniana","Eleocharis","","naumanniana",NA,NA,"","","kew-242688",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","naumanniana","","","Boeckeler","kew-242688","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis neozelandica","Eleocharis","","neozelandica",NA,NA,"","","kew-242692",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","neozelandica","","","C.B.Clarke ex T.Kirk.","kew-242692","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis nigrescens","Eleocharis","","nigrescens",NA,NA,"","","kew-242696",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","nigrescens","","","(Nees) Kunth","kew-242696","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis nitida","Eleocharis","","nitida",NA,NA,"","","kew-242699",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","nitida","","","Fernald","kew-242699","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis nuda","Eleocharis","","nuda",NA,NA,"","","kew-242702",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","nuda","","","C.B.Clarke","kew-242702","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis nudipes","Eleocharis","","nudipes",NA,NA,"","","kew-242703",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","nudipes","","","(Kunth) Palla","kew-242703","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis nupeensis","Eleocharis","","nupeensis",NA,NA,"","","kew-242704",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","nupeensis","","","Hutch.","kew-242704","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis obtusa","Eleocharis","","obtusa",NA,NA,"","","kew-242709",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","obtusa","","","(Willd.) Schult.","kew-242709","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis obtusitrigona","Eleocharis","","obtusitrigona",NA,NA,"","","kew-242714",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","obtusitrigona","","","(Lindl. & Nees) Steud.","kew-242714","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis occulta","Eleocharis","","occulta",NA,NA,"","","kew-242716",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","occulta","","","S.G.Sm.","kew-242716","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis ochrostachys","Eleocharis","","ochrostachys",NA,NA,"","","kew-242719",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","ochrostachys","","","Steud.","kew-242719","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis ovata","Eleocharis","","ovata",NA,NA,"","","kew-242727",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","ovata","","","(Roth) Roem. & Schult.","kew-242727","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis pachycarpa","Eleocharis","","pachycarpa",NA,NA,"","","kew-242733",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","pachycarpa","","","É.Desv.","kew-242733","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis pachystyla","Eleocharis","","pachystyla",NA,NA,"","","kew-242734",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","pachystyla","","","(C.Wright) C.B.Clarke","kew-242734","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis pallens","Eleocharis","","pallens",NA,NA,"","","kew-242735",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","pallens","","","S.T.Blake","kew-242735","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis palustris","Eleocharis","","palustris",NA,NA,"","","kew-242738",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","palustris","","","(L.) Roem. & Schult.","kew-242738","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis parishii","Eleocharis","","parishii",NA,NA,"","","kew-242760",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","parishii","","","Britton","kew-242760","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis parodii","Eleocharis","","parodii",NA,NA,"","","kew-242761",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","parodii","","","Barros","kew-242761","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis parvula","Eleocharis","","parvula",NA,NA,"","","kew-242763",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","parvula","","","(Roem. & Schult.) Link ex Bluff, Nees & Schauer","kew-242763","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis pellucida","Eleocharis","","pellucida",NA,NA,"","","kew-242771",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","pellucida","","","J.Presl & C.Presl","kew-242771","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis philippinensis","Eleocharis","","philippinensis",NA,NA,"","","kew-242780",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","philippinensis","","","Svenson","kew-242780","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis plicarhachis","Eleocharis","","plicarhachis",NA,NA,"","","kew-242792",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","plicarhachis","","","(Griseb.) Svenson","kew-242792","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis pusilla","Eleocharis","","pusilla",NA,NA,"","","kew-242805",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","pusilla","","","R.Br.","kew-242805","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis quinquangularis","Eleocharis","","quinquangularis",NA,NA,"","","kew-242812",TRUE,"1.1","Synonym","Cyperaceae","Eleocharis","","emarginata","","","(Nees) Klotzsch ex Boeckeler","kew-242465","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis quinqueflora","Eleocharis","","quinqueflora",NA,NA,"","","kew-242813",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","quinqueflora","","","(Hartmann) O.Schwarz","kew-242813","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis rabenii","Eleocharis","","rabenii",NA,NA,"","","kew-242817",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","rabenii","","","Boeckeler","kew-242817","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis radicans","Eleocharis","","radicans",NA,NA,"","","kew-242818",TRUE,"1.1","Synonym","Cyperaceae","Eleocharis","","exigua","","","(Kunth) Roem. & Schult.","kew-242482","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis ravenelii","Eleocharis","","ravenelii",NA,NA,"","","kew-242820",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","ravenelii","","","Britton","kew-242820","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis retroflexa","Eleocharis","","retroflexa",NA,NA,"","","kew-242824",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","retroflexa","","","(Poir.) Urb.","kew-242824","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis reverchonii","Eleocharis","","reverchonii",NA,NA,"","","kew-242829",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","reverchonii","","","Svenson","kew-242829","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis robbinsii","Eleocharis","","robbinsii",NA,NA,"","","kew-242832",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","robbinsii","","","Oakes","kew-242832","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis rostellata","Eleocharis","","rostellata",NA,NA,"","","kew-242834",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","rostellata","","","(Torr.) Torr.","kew-242834","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis schaffneri","Eleocharis","","schaffneri",NA,NA,"","","kew-242849",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","schaffneri","","","Boeckeler","kew-242849","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis sellowiana","Eleocharis","","sellowiana",NA,NA,"","","kew-242855",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","sellowiana","","","Kunth","kew-242855","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis setifolia","Eleocharis","","setifolia",NA,NA,"","","kew-242862",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","setifolia","","","(A.Rich.) J.Raynal","kew-242862","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis sphacelata","Eleocharis","","sphacelata",NA,NA,"","","kew-242879",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","sphacelata","","","R.Br.","kew-242879","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis spiralis","Eleocharis","","spiralis",NA,NA,"","","kew-242880",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","spiralis","","","(Rottb.) Roem. & Schult.","kew-242880","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis squamigera","Eleocharis","","squamigera",NA,NA,"","","kew-242883",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","squamigera","","","Svenson","kew-242883","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis subarticulata","Eleocharis","","subarticulata",NA,NA,"","","kew-242895",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","subarticulata","","","(Nees) Boeckeler","kew-242895","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis subfoliata","Eleocharis","","subfoliata",NA,NA,"","","kew-242897",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","subfoliata","","","C.B.Clarke","kew-242897","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis suksdorfiana","Eleocharis","","suksdorfiana",NA,NA,"","","kew-242906",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","suksdorfiana","","","Beauverd","kew-242906","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis sundaica","Eleocharis","","sundaica",NA,NA,"","","kew-242910",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","sundaica","","","J.Kern","kew-242910","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis tenuis","Eleocharis","","tenuis",NA,NA,"","","kew-242915",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","tenuis","","","(Willd.) Schult.","kew-242915","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis tetraquetra","Eleocharis","","tetraquetra",NA,NA,"","","kew-242921",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","tetraquetra","","","Nees","kew-242921","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis tiarata","Eleocharis","","tiarata",NA,NA,"","","kew-242927",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","tiarata","","","Gómez-Laur.","kew-242927","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis torticulmis","Eleocharis","","torticulmis",NA,NA,"","","kew-242930",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","torticulmis","","","S.G.Sm.","kew-242930","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis tortilis","Eleocharis","","tortilis",NA,NA,"","","kew-242931",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","tortilis","","","(Link) Schult.","kew-242931","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis tricostata","Eleocharis","","tricostata",NA,NA,"","","kew-242936",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","tricostata","","","Torr.","kew-242936","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis trilateralis","Eleocharis","","trilateralis",NA,NA,"","","kew-242939",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","trilateralis","","","Tang & F.T.Wang","kew-242939","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis tuberculosa","Eleocharis","","tuberculosa",NA,NA,"","","kew-242944",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","tuberculosa","","","(Michx.) Roem. & Schult.","kew-242944","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis tucumanensis","Eleocharis","","tucumanensis",NA,NA,"","","kew-242949",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","tucumanensis","","","Barros","kew-242949","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis uniflora","Eleocharis","","uniflora",NA,NA,"","","kew-242955",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","uniflora","","","O.Seberg","kew-242955","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis uniglumis","Eleocharis","","uniglumis",NA,NA,"","","kew-242956",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","uniglumis","","","(Link) Schult.","kew-242956","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis valleculosa","Eleocharis","","valleculosa",NA,NA,"","","kew-242970",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","valleculosa","","","Ohwi","kew-242970","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis viridans","Eleocharis","","viridans",NA,NA,"","","kew-242980",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","viridans","","","Kük. ex Osten","kew-242980","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis vivipara","Eleocharis","","vivipara",NA,NA,"","","kew-242982",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","vivipara","","","Link","kew-242982","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis wichurae","Eleocharis","","wichurae",NA,NA,"","","kew-242987",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","wichurae","","","Boeckeler","kew-242987","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis xyridiformis","Eleocharis","","xyridiformis",NA,NA,"","","kew-242995",TRUE,"1.1","Synonym","Cyperaceae","Eleocharis","","macrostachya","","","Britton","kew-242616","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleocharis yecorensis","Eleocharis","","yecorensis",NA,NA,"","","kew-242996",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","yecorensis","","","Roalson","kew-242996","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleorchis japonica","Eleorchis","","japonica",NA,NA,"","","kew-66403",TRUE,"1.1","Accepted","Orchidaceae","Eleorchis","","japonica","","","(A.Gray) Maek.","kew-66403","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elephantopus biflorus","Elephantopus","","biflorus",NA,NA,"","","gcc-138339",TRUE,"1.1","Accepted","Compositae","Elephantopus","","biflorus","","","(Less.) Sch.Bip.","gcc-138339","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elephantopus carolinianus","Elephantopus","","carolinianus",NA,NA,"","","gcc-151344",TRUE,"1.1","Accepted","Compositae","Elephantopus","","carolinianus","","","Raeuschel","gcc-151344","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elephantopus elatus","Elephantopus","","elatus",NA,NA,"","","gcc-118157",TRUE,"1.1","Accepted","Compositae","Elephantopus","","elatus","","","Bertol.","gcc-118157","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elephantopus micropappus","Elephantopus","","micropappus",NA,NA,"","","gcc-112685",TRUE,"1.1","Accepted","Compositae","Elephantopus","","micropappus","","","Less.","gcc-112685","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elephantopus mollis","Elephantopus","","mollis",NA,NA,"","","gcc-112146",TRUE,"1.1","Accepted","Compositae","Elephantopus","","mollis","","","Kunth","gcc-112146","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elephantopus nudatus","Elephantopus","","nudatus",NA,NA,"","","gcc-82307",TRUE,"1.1","Accepted","Compositae","Elephantopus","","nudatus","","","A.Gray","gcc-82307","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elephantopus scaber","Elephantopus","","scaber",NA,NA,"","","gcc-116229",TRUE,"1.1","Accepted","Compositae","Elephantopus","","scaber","","","L.","gcc-116229","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elephantorrhiza burkii","Elephantorrhiza","","burkii",NA,NA,"","","ild-39",TRUE,"1.1","Accepted","Leguminosae","Elephantorrhiza","","burkei","","","Benth.","ild-39","Accepted",TRUE,FALSE,FALSE,2017-05-11
"Elephantorrhiza elephantina","Elephantorrhiza","","elephantina",NA,NA,"","","ild-40",TRUE,"1.1","Accepted","Leguminosae","Elephantorrhiza","","elephantina","","","(Burch.) Skeels","ild-40","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elephantorrhiza goetzei","Elephantorrhiza","","goetzei",NA,NA,"","","ild-41",TRUE,"1.1","Accepted","Leguminosae","Elephantorrhiza","","goetzei","","","(Harms) Harms","ild-41","Accepted",FALSE,FALSE,FALSE,2017-05-11
